,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_l_price
6420,140709,245000.0,3.0,2.5,1610,7223,2.0,0,0,3,7,1610,0.0,1994,140709,98030,47.3661,-122.17299999999999,1610,7162,152.17
6421,140811,725000.0,3.0,2.5,3410,41022,2.0,0,0,3,11,3410,0.0,1990,140811,98042,47.3228,-122.08,2150,21429,212.61
6422,150304,702000.0,4.0,2.5,2810,4922,2.0,0,0,3,9,2810,0.0,2005,150304,98074,47.614,-122.041,2920,4922,249.82
6423,140818,330000.0,3.0,1.75,1850,14986,2.0,0,0,3,6,1850,0.0,1943,140818,98059,47.4837,-122.148,2660,10650,178.38
6424,150416,940000.0,3.0,1.5,1790,4800,1.5,0,0,3,8,1790,0.0,1912,150416,98119,47.6332,-122.36200000000001,1780,3600,525.14
6425,150305,354500.0,3.0,1.0,1150,11396,1.5,0,0,4,7,1150,0.0,1950,150305,98155,47.7435,-122.296,1600,8146,308.26
6426,150222,279950.0,4.0,2.75,2420,8700,1.5,0,0,4,7,2420,0.0,1914,150222,98002,47.3109,-122.229,1070,4804,115.68
6427,150507,284000.0,3.0,2.25,1580,7034,1.0,0,0,4,7,1180,400.0,1989,150507,98038,47.3564,-122.04,1470,7358,179.75
6428,141013,480000.0,5.0,2.0,1760,21562,1.0,0,1,3,8,1560,200.0,1959,141013,98028,47.7597,-122.26299999999999,2150,12676,272.73
6429,150408,647500.0,5.0,2.0,1760,21562,1.0,0,1,3,8,1560,200.0,1959,150408,98028,47.7597,-122.26299999999999,2150,12676,367.9
6430,150406,625000.0,3.0,2.5,2750,35000,2.0,0,0,3,9,2750,0.0,1993,150406,98077,47.75,-122.024,2780,35862,227.27
6431,140710,152000.0,3.0,1.0,920,4875,1.0,0,0,4,7,920,0.0,1978,140710,98042,47.3623,-122.09,1160,4875,165.22
6432,150127,322000.0,3.0,1.0,960,10181,1.0,0,0,3,7,960,0.0,1961,150127,98034,47.7231,-122.229,1740,10194,335.42
6433,140731,445000.0,3.0,1.75,1120,4000,1.0,0,0,4,7,870,250.0,1916,140731,98107,47.6684,-122.368,1470,4000,397.32
6434,140730,595000.0,3.0,1.0,1560,3960,1.5,0,0,4,7,1560,0.0,1907,140730,98144,47.5936,-122.301,1280,3960,381.41
6435,150513,165000.0,3.0,1.0,1380,7334,1.0,0,0,3,7,980,400.0,1981,150513,98055,47.4339,-122.19200000000001,1910,7859,119.57
6436,140610,278500.0,4.0,2.5,1940,6206,2.0,0,0,3,7,1940,0.0,1990,140610,98023,47.3063,-122.359,2060,7092,143.56
6437,150313,517500.0,3.0,1.75,1810,10625,1.0,0,0,3,8,1370,440.0,1973,150313,98027,47.5322,-122.04899999999999,2140,10922,285.91
6438,140618,343566.0,2.0,1.0,1100,4200,1.0,0,0,3,7,1100,0.0,1954,140618,98136,47.5312,-122.39200000000001,1240,4000,312.33
6439,141105,286285.0,4.0,2.25,1980,9714,1.0,0,0,3,7,1170,810.0,1977,141105,98002,47.3207,-122.209,1610,9272,144.59
6440,150206,474905.0,4.0,1.5,1340,6200,1.0,0,0,5,6,1340,0.0,1959,150206,98008,47.6214,-122.119,1210,7178,354.41
6441,140714,550000.0,3.0,1.75,1680,4800,1.0,0,0,4,7,1400,280.0,1960,140714,98126,47.5535,-122.37700000000001,1540,5000,327.38
6442,150129,286000.0,4.0,2.5,2060,16000,2.0,0,0,3,6,2060,0.0,1993,150129,98001,47.2849,-122.251,1530,8000,138.83
6443,140808,900000.0,3.0,3.25,2620,7215,1.0,0,0,4,8,1770,850.0,1980,140808,98004,47.5836,-122.2,2180,8931,343.51
6444,140820,449950.0,3.0,2.25,1610,5159,2.0,0,0,3,7,1610,0.0,1985,140820,98029,47.5675,-122.01899999999999,1610,5210,279.47
6445,140612,259000.0,4.0,1.5,1490,7560,2.0,0,0,3,7,1490,0.0,1966,140612,98198,47.3684,-122.318,1490,7689,173.83
6446,141202,340000.0,3.0,2.25,1900,8125,1.0,0,0,3,7,1540,360.0,1969,141202,98058,47.4564,-122.162,1480,8284,178.95
6447,150415,785000.0,4.0,2.5,3440,56192,2.0,0,0,3,9,3440,0.0,1994,150415,98053,47.6969,-122.046,3150,44431,228.2
6448,140509,490000.0,2.0,1.0,1840,3300,1.5,0,0,4,6,1130,710.0,1910,140509,98107,47.6757,-122.36200000000001,1320,4000,266.3
6449,140527,344950.0,4.0,2.0,2330,6250,1.0,0,0,4,7,1400,930.0,1941,140527,98030,47.3782,-122.228,2050,9000,148.05
6450,140827,950000.0,3.0,2.0,2250,2975,2.0,0,0,4,9,1880,370.0,1905,140827,98112,47.6289,-122.309,2690,4800,422.22
6451,140709,810000.0,4.0,1.75,2000,3988,1.0,0,4,4,7,1000,1000.0,1958,140709,98116,47.5925,-122.391,1690,4144,405.0
6452,150309,998160.0,2.0,2.5,3010,16050,1.0,0,3,4,9,1260,1750.0,1976,150309,98006,47.5643,-122.16,3010,11612,331.61
6453,141210,377000.0,3.0,1.75,1680,7389,1.0,0,0,3,8,1150,530.0,1979,141210,98056,47.5199,-122.184,2100,10348,224.4
6454,140826,595000.0,3.0,2.0,1530,6773,1.0,0,0,4,8,1530,0.0,1984,140826,98033,47.6653,-122.194,2240,7201,388.89
6455,140818,313300.0,2.0,1.0,970,4800,1.0,0,0,3,6,970,0.0,1911,140818,98116,47.5754,-122.414,1180,5900,322.99
6456,140725,360000.0,5.0,1.75,1550,5225,1.5,0,0,4,7,1550,0.0,1941,140725,98108,47.553999999999995,-122.306,1220,5225,232.26
6457,150323,188000.0,3.0,1.75,1660,7350,1.0,0,0,2,8,1660,0.0,1979,150323,98023,47.3118,-122.337,1840,7673,113.25
6458,140912,755000.0,3.0,2.5,3680,203860,1.5,0,0,3,9,3680,0.0,1994,140912,98014,47.6903,-121.929,2410,144183,205.16
6459,140910,1290000.0,5.0,3.5,3210,4060,2.0,0,2,3,10,2290,920.0,1917,140910,98117,47.6801,-122.35700000000001,1940,5000,401.87
6460,140714,455000.0,3.0,1.0,1480,13280,2.5,0,0,3,6,1480,0.0,1940,140714,98027,47.5378,-122.04299999999999,1510,8723,307.43
6461,141009,817500.0,5.0,3.5,3600,9312,2.0,0,3,3,10,2680,920.0,2005,141009,98052,47.6582,-122.12200000000001,3420,9860,227.08
6462,140922,550000.0,3.0,2.25,1700,1481,3.0,0,0,3,8,1700,0.0,2002,140922,98103,47.6598,-122.34899999999999,1560,1350,323.53
6463,150505,260000.0,3.0,1.75,1680,8725,1.0,0,0,3,8,1240,440.0,1978,150505,98023,47.3107,-122.397,2020,8352,154.76
6464,140626,320000.0,3.0,2.0,1550,34175,1.5,0,0,3,7,1550,0.0,1999,140626,98045,47.4855,-121.698,2300,35174,206.45
6465,140916,1150000.0,3.0,3.25,3780,10623,1.0,0,1,3,11,2650,1130.0,1999,140916,98006,47.5506,-122.101,3850,11170,304.23
6466,150420,362000.0,4.0,2.5,2360,7370,1.0,0,0,3,7,1460,900.0,1985,150420,98125,47.7201,-122.30799999999999,1590,9906,153.39
6467,150423,503500.0,3.0,2.5,1810,1750,2.0,0,0,3,7,1350,460.0,1997,150423,98199,47.6513,-122.38600000000001,1640,1563,278.18
6468,140602,653000.0,3.0,2.5,2290,3475,2.0,0,0,3,9,2290,0.0,2006,140602,98029,47.5551,-122.001,2340,3626,285.15
6469,140604,760000.0,4.0,2.75,3370,12447,2.0,0,0,3,10,3370,0.0,1991,140604,98077,47.7309,-122.05799999999999,3700,13129,225.52
6470,141125,775000.0,4.0,1.75,2090,5050,1.0,0,0,4,7,1090,1000.0,1916,141125,98117,47.6802,-122.35799999999999,1760,5000,370.81
6471,141021,1340000.0,4.0,3.75,2130,34689,1.5,1,4,3,9,2130,0.0,1955,141021,98136,47.5489,-122.398,3030,28598,629.11
6472,150224,417500.0,5.0,1.75,2060,10911,1.0,0,0,4,7,1360,700.0,1954,150224,98177,47.7767,-122.365,2060,9688,202.67
6473,140711,525000.0,3.0,1.5,1560,9350,1.0,0,0,4,7,1220,340.0,1969,140711,98052,47.6729,-122.148,1870,8671,336.54
6474,150414,217000.0,2.0,1.0,730,2400,1.0,0,1,3,4,730,0.0,1934,150414,98198,47.35,-122.322,1220,4382,297.26
6475,140709,525000.0,4.0,2.75,2910,6308,1.0,0,0,3,8,1640,1270.0,1985,140709,98011,47.7352,-122.20100000000001,1970,7127,180.41
6476,150324,442500.0,4.0,2.25,2490,8700,1.0,0,0,3,7,1890,600.0,1976,150324,98155,47.7397,-122.324,1470,7975,177.71
6477,140709,525000.0,4.0,1.75,1710,10440,1.0,0,0,4,7,1710,0.0,1955,140709,98006,47.5756,-122.15799999999999,1480,10440,307.02
6478,150225,425500.0,4.0,1.75,1520,10630,1.0,0,0,4,7,1520,0.0,1967,150225,98034,47.7347,-122.193,1550,8039,279.93
6479,140815,710000.0,3.0,2.75,2930,218235,2.0,0,2,3,8,2930,0.0,1990,140815,98024,47.5481,-121.88600000000001,2450,218235,242.32
6480,141114,545000.0,4.0,3.0,3160,10948,1.0,0,3,3,8,1930,1230.0,1991,141114,98070,47.3733,-122.42200000000001,2380,13623,172.47
6481,150212,410000.0,5.0,2.75,2910,16410,1.5,0,0,4,8,2910,0.0,1967,150212,98058,47.44,-122.145,1980,18000,140.89
6482,150422,245000.0,3.0,2.25,1700,8100,1.0,0,0,3,7,1200,500.0,1980,150422,98038,47.3601,-122.046,1700,8100,144.12
6483,140711,194900.0,2.0,1.0,810,6697,1.0,0,0,4,6,810,0.0,1923,140711,98002,47.3057,-122.21600000000001,1140,6695,240.62
6484,140506,284000.0,4.0,2.5,2000,5390,2.0,0,0,3,7,2000,0.0,2003,140506,98042,47.3732,-122.12899999999999,2330,5390,142.0
6485,140819,280000.0,2.0,1.75,1894,52769,1.5,0,0,4,6,1520,374.0,1936,140819,98001,47.3088,-122.273,1820,50529,147.84
6486,141002,280000.0,3.0,1.75,2080,87991,1.0,0,0,3,6,1040,1040.0,1970,141002,98014,47.6724,-121.865,2080,84300,134.62
6487,140512,360000.0,4.0,2.0,1730,5500,1.0,0,0,5,7,1010,720.0,1943,140512,98106,47.5304,-122.353,1080,4900,208.09
6488,140905,405000.0,2.0,1.0,720,4323,1.0,0,0,3,6,720,0.0,1942,140905,98199,47.6604,-122.40100000000001,1460,3300,562.5
6489,150414,865000.0,4.0,2.5,3560,13981,2.0,0,0,3,10,3560,0.0,2000,150414,98075,47.6002,-121.98,3840,13624,242.98
6490,140610,483300.0,4.0,2.0,1210,11100,1.0,0,0,4,7,1210,0.0,1955,140610,98006,47.5747,-122.145,1280,11100,399.42
6491,150318,355000.0,4.0,2.5,2130,9268,2.0,0,0,4,8,2130,0.0,1985,150318,98092,47.262,-122.22,2100,8400,166.67
6492,150430,274950.0,3.0,2.25,1570,8767,1.0,0,0,3,7,1180,390.0,1990,150430,98038,47.3568,-122.038,1570,7434,175.13
6493,141205,1930000.0,3.0,4.5,3950,6134,2.0,0,3,3,11,2880,1070.0,1998,141205,98199,47.6413,-122.405,3050,5281,488.61
6494,141231,755000.0,3.0,3.25,3450,15586,2.0,0,0,3,11,2690,760.0,1989,141231,98166,47.4294,-122.34299999999999,3560,15046,218.84
6495,150209,1940000.0,4.0,5.75,7220,223462,2.0,0,4,3,12,6220,1000.0,2000,150209,98053,47.7097,-122.01299999999999,2680,7593,268.7
6496,140616,309212.0,3.0,1.75,1150,9600,1.0,0,0,3,7,1150,0.0,1979,140616,98045,47.4434,-121.774,1520,9976,268.88
6497,140604,219950.0,3.0,2.25,1500,7615,1.0,0,0,3,7,1150,350.0,1984,140604,98023,47.3146,-122.351,1540,8649,146.63
6498,140723,690000.0,3.0,2.5,1300,5150,1.5,0,0,4,7,1300,0.0,1920,140723,98117,47.6838,-122.36200000000001,1400,4017,530.77
6499,141005,250800.0,3.0,1.75,1290,4000,1.0,0,0,3,6,1170,120.0,1943,141005,98106,47.5309,-122.354,1140,4000,194.42
6500,150325,557500.0,3.0,2.0,2510,35255,1.0,0,2,3,9,2510,0.0,1994,150325,98038,47.4012,-122.025,3140,36450,222.11
6501,140624,941000.0,4.0,1.75,2320,3825,1.5,0,0,5,8,1820,500.0,1926,140624,98105,47.6659,-122.32700000000001,1940,3825,405.6
6502,150421,3650000.0,6.0,4.75,5480,19401,1.5,1,4,5,11,3910,1570.0,1936,150421,98105,47.6515,-122.277,3510,15810,666.06
6503,150422,305000.0,4.0,2.75,2030,8600,1.0,0,0,4,7,1230,800.0,1977,150422,98042,47.3942,-122.16,1810,8600,150.25
6504,140729,815000.0,4.0,1.5,2060,16110,1.0,0,0,4,8,2060,0.0,1949,140729,98004,47.5983,-122.20200000000001,2060,16110,395.63
6505,140512,1020000.0,3.0,2.5,2920,34527,1.0,0,4,4,9,1800,1120.0,1954,140512,98116,47.5799,-122.4,2480,7933,349.32
6506,140908,1240000.0,4.0,3.0,3330,6990,1.5,0,3,5,9,2330,1000.0,1928,140908,98144,47.5886,-122.287,2620,5310,372.37
6507,141226,535000.0,3.0,2.5,2110,8164,2.0,0,0,3,9,2110,0.0,1990,141226,98056,47.5269,-122.171,2390,7499,253.55
6508,140721,775000.0,3.0,1.0,1175,10454,1.0,0,0,4,6,1175,0.0,1949,140721,98004,47.6388,-122.21799999999999,2010,10800,659.57
6509,140718,255000.0,3.0,2.0,1590,8670,1.0,0,0,3,7,1590,0.0,1994,140718,98042,47.3725,-122.073,1590,9253,160.38
6510,140811,327000.0,2.0,1.0,1070,9750,1.0,0,0,3,7,1070,0.0,1947,140811,98155,47.7532,-122.318,1500,8775,305.61
6511,141120,560000.0,4.0,2.0,2720,8819,2.0,0,3,3,8,2240,480.0,1976,141120,98003,47.338,-122.333,2960,9672,205.88
6512,150130,1340000.0,4.0,3.5,2980,6349,2.0,0,3,3,9,2980,0.0,1998,150130,98033,47.6819,-122.208,2870,6349,449.66
6513,141204,199500.0,3.0,1.75,1160,5200,1.0,0,0,4,7,1160,0.0,1977,141204,98042,47.3643,-122.09,1470,5200,171.98
6514,141223,760000.0,4.0,2.5,3580,97574,2.0,0,0,3,9,3580,0.0,2004,141223,98038,47.3901,-122.071,2510,27068,212.29
6515,150330,439000.0,3.0,2.25,3020,6000,3.0,0,2,3,8,1980,1040.0,1994,150330,98108,47.5249,-122.319,1150,6000,145.36
6516,140930,527000.0,4.0,2.25,2380,5250,1.0,0,0,4,7,1410,970.0,1961,140930,98008,47.6164,-122.115,2150,8560,221.43
6517,140716,199950.0,3.0,2.75,2270,13590,1.5,0,0,4,6,1300,970.0,1948,140716,98022,47.2099,-122.001,1160,13545,88.08
6518,150204,254000.0,3.0,2.25,1660,8188,2.0,0,0,4,7,1660,0.0,1988,150204,98042,47.3766,-122.115,1660,7000,153.01
6519,150323,393000.0,2.0,1.0,830,5000,1.0,0,0,4,7,830,0.0,1921,150323,98103,47.6914,-122.352,1110,5000,473.49
6520,141121,585000.0,5.0,2.25,2480,12614,1.0,0,0,4,8,1860,620.0,1979,141121,98011,47.7393,-122.2,2470,12392,235.89
6521,140716,450000.0,2.0,2.0,1900,7740,1.0,0,0,4,7,1150,750.0,1923,140716,98126,47.5227,-122.37200000000001,1140,7740,236.84
6522,140625,565000.0,2.0,1.75,1670,4008,1.0,0,0,3,9,1670,0.0,2005,140625,98029,47.5539,-122.001,2330,3752,338.32
6523,140522,330000.0,5.0,2.25,2000,7900,1.0,0,0,4,7,1300,700.0,1986,140522,98188,47.4291,-122.292,2000,9132,165.0
6524,150511,870000.0,3.0,2.0,2320,65340,1.5,0,0,3,9,2320,0.0,1992,150511,98074,47.6106,-122.055,3100,59603,375.0
6525,140723,585000.0,4.0,2.5,1860,8117,1.0,0,0,4,8,1460,400.0,1966,140723,98008,47.6228,-122.104,2040,8199,314.52
6526,141106,500000.0,3.0,2.5,2110,208737,2.0,0,3,3,9,2110,0.0,1977,141106,98092,47.2674,-122.072,2390,125017,236.97
6527,140515,225000.0,3.0,2.0,1400,7384,1.0,0,0,3,7,1150,250.0,1979,140515,98058,47.4655,-122.17399999999999,1820,7992,160.71
6528,150325,295000.0,3.0,2.0,1400,7384,1.0,0,0,3,7,1150,250.0,1979,150325,98058,47.4655,-122.17399999999999,1820,7992,210.71
6529,140626,775000.0,3.0,2.75,2850,14800,1.0,0,0,4,9,1920,930.0,1976,140626,98006,47.559,-122.146,3300,10809,271.93
6530,140717,280000.0,3.0,1.0,1370,11050,1.0,0,0,3,7,1370,0.0,1981,140717,98045,47.4485,-121.77600000000001,1520,10000,204.38
6531,140908,539000.0,3.0,2.5,2170,3200,1.5,0,0,5,7,1280,890.0,1923,140908,98103,47.6543,-122.34700000000001,1180,1224,248.39
6532,150324,567500.0,3.0,1.75,2570,14033,1.0,0,2,4,8,2570,0.0,1953,150324,98166,47.4335,-122.338,2550,16100,220.82
6533,150205,442500.0,4.0,2.25,1970,7902,1.0,0,0,3,8,1310,660.0,1960,150205,98125,47.7249,-122.29799999999999,1860,8021,224.62
6534,150507,598200.0,5.0,3.75,2980,4635,3.0,0,0,3,8,2980,0.0,1997,150507,98118,47.5508,-122.26799999999999,1100,5150,200.74
6535,141014,610000.0,4.0,2.5,2300,10843,2.0,0,0,5,8,2300,0.0,1955,141014,98033,47.6988,-122.20200000000001,1780,10843,265.22
6536,141121,544900.0,3.0,2.5,1990,4936,2.0,0,0,3,8,1990,0.0,2004,141121,98075,47.5911,-122.01799999999999,2250,4815,273.82
6537,141216,557500.0,4.0,2.5,2390,38258,2.0,0,0,3,8,2390,0.0,2001,141216,98072,47.7433,-122.094,1960,17113,233.26
6538,140811,532500.0,3.0,2.5,2160,7500,1.0,0,1,3,7,1430,730.0,1979,140811,98074,47.6188,-122.064,1560,7500,246.53
6539,140609,1350000.0,4.0,3.25,3300,15907,2.0,0,0,5,10,3300,0.0,1985,140609,98040,47.5413,-122.21600000000001,2740,11358,409.09
6540,150430,750000.0,3.0,2.0,1840,2825,1.0,0,0,3,7,1040,800.0,1920,150430,98112,47.6428,-122.302,1820,3750,407.61
6541,141119,530000.0,3.0,2.5,2030,10958,2.0,0,0,3,8,2030,0.0,1983,141119,98052,47.7251,-122.11,1960,10282,261.08
6542,140717,346100.0,3.0,2.5,1400,2036,2.0,0,0,3,7,1400,0.0,2003,140717,98136,47.5516,-122.382,1500,2036,247.21
6543,140810,260000.0,4.0,2.25,2320,16800,2.0,0,0,4,9,2320,0.0,1977,140810,98092,47.2959,-122.166,2700,15680,112.07
6544,140829,365000.0,3.0,1.75,1410,9150,1.0,0,0,5,7,1410,0.0,1959,140829,98006,47.5683,-122.178,1800,9940,258.87
6545,140908,615000.0,3.0,2.0,1860,42800,1.0,0,0,4,7,930,930.0,1983,140908,98075,47.5898,-122.00399999999999,1980,11250,330.65
6546,140724,318400.0,4.0,2.5,1820,6916,2.0,0,0,3,7,1820,0.0,1994,140724,98038,47.3862,-122.029,1680,6995,174.95
6547,150303,498500.0,4.0,2.5,1910,7172,2.0,0,0,3,8,1910,0.0,1993,150303,98155,47.7615,-122.309,1630,10127,260.99
6548,150408,450000.0,3.0,1.75,1540,7490,1.0,0,0,5,7,1540,0.0,1971,150408,98034,47.7222,-122.177,1270,7350,292.21
6549,150327,200000.0,3.0,2.0,1430,7905,1.0,0,0,4,7,1430,0.0,1988,150327,98092,47.2757,-122.145,1870,8400,139.86
6550,140909,234000.0,3.0,1.0,1010,8906,1.0,0,0,5,7,1010,0.0,1968,140909,98042,47.3627,-122.10799999999999,1150,10414,231.68
6551,140804,121800.0,2.0,1.0,940,8384,1.0,0,0,3,5,940,0.0,1947,140804,98146,47.5065,-122.36399999999999,1290,8384,129.57
6552,140626,805000.0,3.0,2.75,2600,5875,1.5,0,2,5,8,1600,1000.0,1929,140626,98116,47.5773,-122.406,2260,5492,309.62
6553,140708,410000.0,4.0,2.25,2060,7283,1.0,0,0,3,8,1220,840.0,1963,140708,98155,47.7435,-122.31700000000001,1500,8134,199.03
6554,150218,475000.0,3.0,2.5,1920,4534,2.0,0,0,3,8,1920,0.0,1986,150218,98034,47.7144,-122.204,1380,5100,247.4
6555,141030,1340000.0,4.0,2.5,2900,21074,2.0,0,0,3,11,2900,0.0,1986,141030,98199,47.6696,-122.416,3390,20000,462.07
6556,140918,269000.0,1.0,1.0,1020,7920,1.0,0,0,3,7,1020,0.0,1947,140918,98106,47.5385,-122.355,1000,7168,263.73
6557,140724,573000.0,4.0,2.25,2150,9520,2.0,0,0,4,8,2150,0.0,1979,140724,98052,47.6885,-122.113,2000,9520,266.51
6558,150327,330000.0,3.0,2.5,1660,2890,2.0,0,0,3,7,1660,0.0,2001,150327,98108,47.5434,-122.29299999999999,1540,2890,198.8
6559,140626,252750.0,4.0,1.0,1230,7410,1.5,0,0,3,7,1230,0.0,1944,140626,98166,47.4798,-122.344,1020,7648,205.49
6560,150406,745000.0,2.0,2.5,2170,7546,1.0,0,0,3,8,2170,0.0,2007,150406,98053,47.7242,-122.03200000000001,2170,7083,343.32
6561,150304,280000.0,3.0,2.0,1280,7633,1.0,0,0,3,7,1280,0.0,1991,150304,98038,47.3883,-122.05,1450,6783,218.75
6562,150430,535000.0,4.0,2.5,2240,6920,1.0,0,0,5,8,1380,860.0,1974,150430,98146,47.5011,-122.375,1540,7000,238.84
6563,150312,580000.0,4.0,1.5,1780,5100,1.0,0,0,3,7,1320,0.0,1953,150312,98115,47.6944,-122.288,1880,5100,325.84
6564,141212,301000.0,3.0,1.75,1840,7200,1.0,0,0,4,7,1220,620.0,1968,141212,98055,47.456,-122.209,1770,8075,163.59
6565,140624,600000.0,4.0,1.75,1740,7700,1.0,0,0,5,7,1740,0.0,1968,140624,98008,47.6259,-122.111,1740,8120,344.83
6566,140811,538900.0,5.0,3.0,3040,6604,2.0,0,0,3,9,3040,0.0,2005,140811,98106,47.548,-122.35600000000001,1650,6825,177.27
6567,150209,366000.0,3.0,2.5,2370,4375,2.0,0,0,3,8,2370,0.0,2006,150209,98038,47.354,-121.999,2380,4606,154.43
6568,140819,303000.0,4.0,2.5,2100,6783,2.0,0,0,3,8,2100,0.0,2003,140819,98042,47.3504,-122.141,2100,6192,144.29
6569,140522,432000.0,3.0,2.25,1470,1578,2.0,0,0,3,8,1090,380.0,2007,140522,98136,47.5388,-122.387,1470,1668,293.88
6570,150409,300000.0,2.0,1.5,1300,6120,1.0,0,0,3,6,820,480.0,1945,150409,98146,47.5088,-122.338,1250,6120,230.77
6571,141020,908800.0,3.0,3.0,3420,7826,2.0,0,0,4,8,2430,990.0,1939,141020,98144,47.5873,-122.29,980,6300,265.73
6572,140625,500000.0,3.0,1.5,1190,4750,1.0,0,0,3,7,970,220.0,1940,140625,98107,47.6726,-122.38600000000001,1460,4750,420.17
6573,140626,254000.0,5.0,2.0,2080,16117,1.0,0,0,5,7,1740,340.0,1959,140626,98001,47.3424,-122.289,1510,13068,122.12
6574,140917,470000.0,5.0,1.5,2180,4268,1.5,0,0,4,7,1340,840.0,1924,140917,98117,47.6848,-122.389,1530,3880,215.6
6575,150317,480000.0,3.0,2.0,1460,7860,1.0,0,0,5,7,1460,0.0,1967,150317,98008,47.6233,-122.10799999999999,1850,8148,328.77
6576,150130,536000.0,3.0,1.75,1530,8503,1.0,0,0,4,7,1150,380.0,1983,150130,98033,47.6872,-122.185,1610,8549,350.33
6577,150430,1350000.0,4.0,3.5,4740,8611,2.0,0,3,3,11,3640,1100.0,2006,150430,98027,47.5375,-122.07,4042,8321,284.81
6578,140515,550000.0,3.0,2.25,1980,40887,1.0,0,0,4,8,1980,0.0,1980,140515,98052,47.6478,-122.029,2460,35700,277.78
6579,141202,260000.0,3.0,1.75,1710,6400,1.0,0,0,4,7,1240,470.0,1976,141202,98023,47.3036,-122.37700000000001,1600,6400,152.05
6580,150424,284900.0,2.0,1.5,1160,982,2.0,0,0,3,7,890,0.0,2006,150424,98155,47.7675,-122.315,1160,1008,245.6
6581,141029,740000.0,3.0,2.5,2200,3000,2.0,0,0,3,9,1530,670.0,2002,141029,98109,47.6451,-122.35,2200,3300,336.36
6582,141002,425000.0,2.0,1.0,1170,5000,1.0,0,0,4,7,1030,140.0,1920,141002,98136,47.5449,-122.38799999999999,1170,5850,363.25
6583,140902,230000.0,3.0,1.0,1120,7500,1.0,0,0,3,7,1120,0.0,1965,140902,98146,47.5112,-122.359,1120,5000,205.36
6584,150413,675000.0,3.0,1.5,1710,4000,2.0,0,0,3,8,1710,0.0,1926,150413,98116,47.5714,-122.385,1910,4000,394.74
6585,140729,267500.0,3.0,1.75,1650,7807,1.0,0,0,3,7,1650,0.0,1986,140729,98030,47.3514,-122.167,1810,8475,162.12
6586,140825,814000.0,4.0,2.5,2840,8820,1.0,0,2,5,8,1420,1420.0,1952,140825,98118,47.5542,-122.265,2310,8750,286.62
6587,150427,1250000.0,4.0,3.0,3310,217800,1.5,0,0,3,9,3310,0.0,1989,150427,98053,47.6616,-121.999,2810,217800,377.64
6588,140916,460000.0,3.0,2.0,1860,7232,1.0,0,0,3,7,1320,540.0,1985,140916,98125,47.7165,-122.319,1830,7220,247.31
6589,150120,445000.0,3.0,2.5,2250,9608,2.0,0,0,3,8,2250,0.0,1994,150120,98045,47.4865,-121.802,2020,9834,197.78
6590,140924,715000.0,3.0,2.5,2890,7027,2.0,0,0,3,8,2890,0.0,2004,140924,98074,47.6111,-122.009,2890,7197,247.4
6591,150219,425000.0,3.0,1.75,2120,5992,1.0,0,0,3,7,1060,1060.0,1947,150219,98125,47.7083,-122.30799999999999,1840,11000,200.47
6592,140715,370000.0,4.0,2.5,2130,4750,2.0,0,0,3,8,2130,0.0,2009,140715,98058,47.4324,-122.184,2130,4071,173.71
6593,150429,302000.0,2.0,1.75,1170,8200,1.0,0,0,4,6,780,390.0,1937,150429,98003,47.3263,-122.305,1780,9020,258.12
6594,140623,453000.0,4.0,1.75,2120,7420,1.0,0,0,4,7,1060,1060.0,1956,140623,98008,47.6019,-122.13,1540,7420,213.68
6595,140520,290000.0,3.0,1.75,1280,10716,1.0,0,0,4,7,1280,0.0,1969,140520,98059,47.4755,-122.145,1440,9870,226.56
6596,141229,1040000.0,4.0,2.5,3170,47502,2.0,0,0,3,10,3170,0.0,1988,141229,98033,47.6495,-122.185,3190,35110,328.08
6597,140520,925000.0,4.0,2.25,2260,41984,1.0,0,0,4,9,2260,0.0,1967,140520,98033,47.6622,-122.171,2650,37318,409.29
6598,140529,600000.0,3.0,1.75,2930,19876,1.0,0,0,3,9,2030,900.0,1993,140529,98072,47.7443,-122.17,2740,11499,204.78
6599,140805,354000.0,3.0,1.5,1060,5750,1.0,0,2,4,7,1060,0.0,1981,140805,98126,47.5512,-122.37100000000001,1060,5750,333.96
6600,140617,204950.0,4.0,1.75,1740,9344,1.0,0,0,3,7,1180,560.0,1978,140617,98023,47.3196,-122.399,1440,12884,117.79
6601,150422,675000.0,4.0,2.5,2990,5400,2.0,0,0,3,8,2990,0.0,2005,150422,98074,47.6122,-122.009,2890,6538,225.75
6602,150422,995000.0,4.0,3.25,3530,20012,2.0,0,0,3,11,3530,0.0,1986,150422,98052,47.7193,-122.12700000000001,3850,20707,281.87
6603,150331,800000.0,5.0,2.0,2960,10960,1.0,0,0,4,7,1500,1460.0,1957,150331,98005,47.6162,-122.17399999999999,2160,10960,270.27
6604,140909,472500.0,3.0,2.5,1650,3711,2.0,0,0,3,8,1650,0.0,1996,140909,98052,47.6863,-122.09299999999999,1760,3762,286.36
6605,141202,549950.0,4.0,2.5,2720,13500,1.0,0,0,3,8,1510,1210.0,1969,141202,98007,47.6191,-122.145,2510,12350,202.19
6606,141013,575575.0,3.0,1.75,1516,2897,1.0,0,0,3,7,998,518.0,1925,141013,98103,47.6842,-122.34100000000001,2100,3854,379.67
